id,t0_call,quarter,CAR_call_0_1,CAR_call_-1_1,CAR_call_0_2
MA,2025-08-01,2025Q3,0.0,0.0,0.0
PWR,2025-08-01,2025Q3,0.0,0.0,0.0
ALL,2025-08-01,2025Q3,0.0,0.0,0.0
WTW,2025-08-01,2025Q3,0.0,0.0,0.0
XYL,2025-08-01,2025Q3,0.0,0.0,0.0
AME,2025-08-01,2025Q3,0.0,0.0,0.0
BAX,2025-08-01,2025Q3,0.0,0.0,0.0
BIIB,2025-08-01,2025Q3,0.0,0.0,0.0
CMCSA,2025-08-01,2025Q3,0.0,0.0,0.0
ICE,2025-08-01,2025Q3,0.0,0.0,0.0
KIM,2025-08-01,2025Q3,0.0,0.0,0.0
SPGI,2025-08-01,2025Q3,0.0,0.0,0.0
CI,2025-08-01,2025Q3,0.0,0.0,0.0
APD,2025-08-01,2025Q3,0.0,0.0,0.0
ALB,2025-08-01,2025Q3,0.0,0.0,0.0
APTV,2025-08-01,2025Q3,0.0,0.0,0.0
BMY,2025-08-01,2025Q3,0.0,0.0,0.0
CVS,2025-08-01,2025Q3,0.0,0.0,0.0
EG,2025-08-01,2025Q3,0.0,0.0,0.0
MAS,2025-08-01,2025Q3,0.0,0.0,0.0
NCLH,2025-08-01,2025Q3,0.0,0.0,0.0
EBAY,2025-07-31,2025Q3,0.0,0.0,0.0
EQIX,2025-07-31,2025Q3,0.0,0.0,0.0
MSFT,2025-07-31,2025Q3,0.0,0.0,0.0
CHRW,2025-07-31,2025Q3,0.0,0.0,0.0
CTSH,2025-07-31,2025Q3,0.0,0.0,0.0
FICO,2025-07-31,2025Q3,0.0,0.0,0.0
F,2025-07-31,2025Q3,0.0,0.0,0.0
LRCX,2025-07-31,2025Q3,0.0,0.0,0.0
META,2025-07-31,2025Q3,0.0,0.0,0.0
MGM,2025-07-31,2025Q3,0.0,0.0,0.0
PTC,2025-07-31,2025Q3,0.0,0.0,0.0
HOOD,2025-07-31,2025Q3,,,
QCOM,2025-07-31,2025Q3,0.0,0.0,0.0
ALGN,2025-07-31,2025Q3,0.0,0.0,0.0
DXCM,2025-07-31,2025Q3,0.0,0.0,0.0
FFIV,2025-07-31,2025Q3,0.0,0.0,0.0
HOLX,2025-07-31,2025Q3,0.0,0.0,0.0
WDC,2025-07-31,2025Q3,0.0,0.0,0.0
WEC,2025-07-31,2025Q3,0.0,0.0,0.0
ESS,2025-07-31,2025Q3,0.0,0.0,0.0
FTV,2025-07-31,2025Q3,0.0,0.0,0.0
ETR,2025-07-31,2025Q3,0.0,0.0,0.0
REG,2025-07-31,2025Q3,0.0,0.0,0.0
GRMN,2025-07-31,2025Q3,0.0,0.0,0.0
ACGL,2025-07-31,2025Q3,0.0,0.0,0.0
BXP,2025-07-31,2025Q3,0.0,0.0,0.0
GNRC,2025-07-31,2025Q3,0.0,0.0,0.0
ITW,2025-07-31,2025Q3,0.0,0.0,0.0
ODFL,2025-07-31,2025Q3,0.0,0.0,0.0
TT,2025-07-31,2025Q3,0.0,0.0,0.0
MO,2025-07-31,2025Q3,0.0,0.0,0.0
AEP,2025-07-31,2025Q3,0.0,0.0,0.0
EXE,2025-07-31,2025Q3,0.0,0.0,0.0
IEX,2025-07-31,2025Q3,0.0,0.0,0.0
PPG,2025-07-31,2025Q3,0.0,0.0,0.0
KHC,2025-07-31,2025Q3,0.0,0.0,0.0
ADP,2025-07-31,2025Q3,0.0,0.0,0.0
GEHC,2025-07-31,2025Q3,0.0,0.0,0.0
TER,2025-07-31,2025Q3,0.0,0.0,0.0
VRSK,2025-07-31,2025Q3,0.0,0.0,0.0
HSY,2025-07-31,2025Q3,0.0,0.0,0.0
BG,2025-07-31,2025Q3,0.0,0.0,0.0
HUM,2025-07-31,2025Q3,0.0,0.0,0.0
SW,2025-07-31,2025Q3,0.0,0.0,0.0
HSY,2025-07-31,2025Q3,0.0,0.0,0.0
KHC,2025-07-30,2025Q3,0.0,0.0,0.0
EA,2025-07-30,2025Q3,0.0,0.0,0.0
MDLZ,2025-07-30,2025Q3,0.0,0.0,0.0
RSG,2025-07-30,2025Q3,0.0,0.0,0.0
STX,2025-07-30,2025Q3,0.0,0.0,0.0
V,2025-07-30,2025Q3,0.0,0.0,0.0
BKNG,2025-07-30,2025Q3,0.0,0.0,0.0
SBUX,2025-07-30,2025Q3,0.0,0.0,0.0
ECL,2025-07-30,2025Q3,0.0,0.0,0.0
CINF,2025-07-30,2025Q3,0.0,0.0,0.0
BA,2025-07-30,2025Q3,0.0,0.0,0.0
HUBB,2025-07-30,2025Q3,0.0,0.0,0.0
NUE,2025-07-30,2025Q3,0.0,0.0,0.0
PFG,2025-07-30,2025Q3,0.0,0.0,0.0
RCL,2025-07-30,2025Q3,0.0,0.0,0.0
SYY,2025-07-30,2025Q3,0.0,0.0,0.0
UHS,2025-07-30,2025Q3,0.0,0.0,0.0
WM,2025-07-30,2025Q3,0.0,0.0,0.0
DTE,2025-07-30,2025Q3,0.0,0.0,0.0
MRK,2025-07-30,2025Q3,0.0,0.0,0.0
HIG,2025-07-30,2025Q3,0.0,0.0,0.0
WELL,2025-07-30,2025Q3,0.0,0.0,0.0
AMT,2025-07-30,2025Q3,0.0,0.0,0.0
CBRE,2025-07-30,2025Q3,0.0,0.0,0.0
GLW,2025-07-30,2025Q3,0.0,0.0,0.0
JCI,2025-07-30,2025Q3,0.0,0.0,0.0
PG,2025-07-30,2025Q3,0.0,0.0,0.0
UPS,2025-07-30,2025Q3,0.0,0.0,0.0
VLTO,2025-07-30,2025Q3,0.0,0.0,0.0
BRO,2025-07-30,2025Q3,0.0,0.0,0.0
INCY,2025-07-30,2025Q3,0.0,0.0,0.0
PYPL,2025-07-30,2025Q3,0.0,0.0,0.0
SWK,2025-07-30,2025Q3,0.0,0.0,0.0
UNH,2025-07-30,2025Q3,0.0,0.0,0.0
CARR,2025-07-30,2025Q3,0.0,0.0,0.0
CDNS,2025-07-29,2025Q3,0.0,0.0,0.0
RVTY,2025-07-29,2025Q3,0.0,0.0,0.0
PSX,2025-07-28,2025Q3,0.0,0.0,0.0
MHK,2025-07-28,2025Q3,0.0,0.0,0.0
HCA,2025-07-28,2025Q3,0.0,0.0,0.0
DOC,2025-07-28,2025Q3,0.0,0.0,0.0
WY,2025-07-28,2025Q3,0.0,0.0,0.0
AON,2025-07-28,2025Q3,0.0,0.0,0.0
CHTR,2025-07-28,2025Q3,0.0,0.0,0.0
CNC,2025-07-28,2025Q3,0.0,0.0,0.0
NEM,2025-07-25,2025Q3,0.0,0.0,0.0
DLR,2025-07-25,2025Q3,0.0,0.0,0.0
EW,2025-07-25,2025Q3,0.0,0.0,0.0
INTC,2025-07-25,2025Q3,0.0,0.0,0.0
DECK,2025-07-25,2025Q3,0.0,0.0,0.0
VRSN,2025-07-25,2025Q3,0.0,0.0,0.0
LUV,2025-07-25,2025Q3,0.0,0.0,0.0
GL,2025-07-25,2025Q3,0.0,0.0,0.0
ORLY,2025-07-25,2025Q3,0.0,0.0,0.0
POOL,2025-07-25,2025Q3,0.0,0.0,0.0
LHX,2025-07-25,2025Q3,0.0,0.0,0.0
AOS,2025-07-25,2025Q3,0.0,0.0,0.0
AMP,2025-07-25,2025Q3,0.0,0.0,0.0
TSCO,2025-07-25,2025Q3,0.0,0.0,0.0
VLO,2025-07-25,2025Q3,0.0,0.0,0.0
DOV,2025-07-25,2025Q3,0.0,0.0,0.0
BX,2025-07-25,2025Q3,0.0,0.0,0.0
LH,2025-07-25,2025Q3,0.0,0.0,0.0
PKG,2025-07-25,2025Q3,0.0,0.0,0.0
UNP,2025-07-25,2025Q3,0.0,0.0,0.0
HON,2025-07-25,2025Q3,0.0,0.0,0.0
ROL,2025-07-25,2025Q3,0.0,0.0,0.0
URI,2025-07-25,2025Q3,0.0,0.0,0.0
WAB,2025-07-25,2025Q3,0.0,0.0,0.0
ALLE,2025-07-25,2025Q3,0.0,0.0,0.0
CNP,2025-07-25,2025Q3,0.0,0.0,0.0
DOW,2025-07-25,2025Q3,0.0,0.0,0.0
KDP,2025-07-25,2025Q3,0.0,0.0,0.0
LKQ,2025-07-25,2025Q3,0.0,0.0,0.0
MOH,2025-07-25,2025Q3,0.0,0.0,0.0
NDAQ,2025-07-25,2025Q3,0.0,0.0,0.0
TXT,2025-07-25,2025Q3,0.0,0.0,0.0
WST,2025-07-25,2025Q3,0.0,0.0,0.0
CCI,2025-07-24,2025Q3,0.0,0.0,0.0
TSLA,2025-07-24,2025Q3,0.0,0.0,0.0
IBM,2025-07-24,2025Q3,0.0,0.0,0.0
RJF,2025-07-24,2025Q3,0.0,0.0,0.0
NOW,2025-07-24,2025Q3,0.0,0.0,0.0
GOOGL,2025-07-24,2025Q3,0.0,0.0,0.0
CMG,2025-07-24,2025Q3,0.0,0.0,0.0
CSX,2025-07-24,2025Q3,0.0,0.0,0.0
LVS,2025-07-24,2025Q3,0.0,0.0,0.0
TMUS,2025-07-24,2025Q3,0.0,0.0,0.0
APH,2025-07-24,2025Q3,0.0,0.0,0.0
TDY,2025-07-24,2025Q3,0.0,0.0,0.0
EQT,2025-07-24,2025Q3,0.0,0.0,0.0
FCX,2025-07-24,2025Q3,0.0,0.0,0.0
LW,2025-07-24,2025Q3,0.0,0.0,0.0
BKR,2025-07-24,2025Q3,0.0,0.0,0.0
LII,2025-07-24,2025Q3,0.0,0.0,0.0
GD,2025-07-24,2025Q3,0.0,0.0,0.0
HLT,2025-07-24,2025Q3,0.0,0.0,0.0
MCO,2025-07-24,2025Q3,0.0,0.0,0.0
NEE,2025-07-24,2025Q3,0.0,0.0,0.0
NTRS,2025-07-24,2025Q3,0.0,0.0,0.0
T,2025-07-24,2025Q3,0.0,0.0,0.0
CB,2025-07-24,2025Q3,0.0,0.0,0.0
CME,2025-07-24,2025Q3,0.0,0.0,0.0
HAS,2025-07-24,2025Q3,0.0,0.0,0.0
OTIS,2025-07-24,2025Q3,0.0,0.0,0.0
TEL,2025-07-24,2025Q3,0.0,0.0,0.0
TMO,2025-07-24,2025Q3,0.0,0.0,0.0
BSX,2025-07-24,2025Q3,0.0,0.0,0.0
FI,2025-07-24,2025Q3,0.0,0.0,0.0
GEV,2025-07-24,2025Q3,0.0,0.0,0.0
COF,2025-07-23,2025Q3,0.0,0.0,0.0
CSGP,2025-07-23,2025Q3,0.0,0.0,0.0
ISRG,2025-07-23,2025Q3,0.0,0.0,0.0
TXN,2025-07-23,2025Q3,0.0,0.0,0.0
ARE,2025-07-23,2025Q3,0.0,0.0,0.0
PCAR,2025-07-23,2025Q3,0.0,0.0,0.0
AVY,2025-07-23,2025Q3,0.0,0.0,0.0
LMT,2025-07-23,2025Q3,0.0,0.0,0.0
MSCI,2025-07-23,2025Q3,0.0,0.0,0.0
STLD,2025-07-23,2025Q3,0.0,0.0,0.0
SHW,2025-07-23,2025Q3,0.0,0.0,0.0
NOC,2025-07-23,2025Q3,0.0,0.0,0.0
HAL,2025-07-23,2025Q3,0.0,0.0,0.0
IVZ,2025-07-23,2025Q3,0.0,0.0,0.0
IQV,2025-07-23,2025Q3,0.0,0.0,0.0
KEY,2025-07-23,2025Q3,0.0,0.0,0.0
PNR,2025-07-23,2025Q3,0.0,0.0,0.0
PM,2025-07-23,2025Q3,0.0,0.0,0.0
DHI,2025-07-23,2025Q3,0.0,0.0,0.0
EFX,2025-07-23,2025Q3,0.0,0.0,0.0
GM,2025-07-23,2025Q3,0.0,0.0,0.0
GPC,2025-07-23,2025Q3,0.0,0.0,0.0
DGX,2025-07-23,2025Q3,0.0,0.0,0.0
RTX,2025-07-23,2025Q3,0.0,0.0,0.0
KO,2025-07-23,2025Q3,0.0,0.0,0.0
IPG,2025-07-23,2025Q3,0.0,0.0,0.0
DHR,2025-07-23,2025Q3,0.0,0.0,0.0
NXPI,2025-07-23,2025Q3,0.0,0.0,0.0
PHM,2025-07-23,2025Q3,0.0,0.0,0.0
SYF,2025-07-23,2025Q3,0.0,0.0,0.0
WRB,2025-07-22,2025Q3,0.0,0.0,0.0
DPZ,2025-07-22,2025Q3,0.0,0.0,0.0
VZ,2025-07-22,2025Q3,0.0,0.0,0.0
ROP,2025-07-22,2025Q3,0.0,0.0,0.0
RF,2025-07-21,2025Q3,0.0,0.0,0.0
SLB,2025-07-21,2025Q3,0.0,0.0,0.0
MMM,2025-07-21,2025Q3,0.0,0.0,0.0
HBAN,2025-07-21,2025Q3,0.0,0.0,0.0
AXP,2025-07-21,2025Q3,0.0,0.0,0.0
SCHW,2025-07-21,2025Q3,0.0,0.0,0.0
TFC,2025-07-21,2025Q3,0.0,0.0,0.0
NFLX,2025-07-18,2025Q3,0.0,0.0,0.0
IBKR,2025-07-18,2025Q3,0.0,0.0,0.0
UAL,2025-07-18,2025Q3,0.0,0.0,0.0
CTAS,2025-07-18,2025Q3,0.0,0.0,0.0
CFG,2025-07-18,2025Q3,0.0,0.0,0.0
SNA,2025-07-18,2025Q3,0.0,0.0,0.0
TRV,2025-07-18,2025Q3,0.0,0.0,0.0
ABT,2025-07-18,2025Q3,0.0,0.0,0.0
FITB,2025-07-18,2025Q3,0.0,0.0,0.0
ELV,2025-07-18,2025Q3,0.0,0.0,0.0
MMC,2025-07-18,2025Q3,0.0,0.0,0.0
PEP,2025-07-18,2025Q3,0.0,0.0,0.0
USB,2025-07-18,2025Q3,0.0,0.0,0.0
GE,2025-07-18,2025Q3,0.0,0.0,0.0
KMI,2025-07-17,2025Q3,0.0,0.0,0.0
PLD,2025-07-17,2025Q3,0.0,0.0,0.0
MTB,2025-07-17,2025Q3,0.0,0.0,0.0
PNC,2025-07-17,2025Q3,0.0,0.0,0.0
GS,2025-07-17,2025Q3,0.0,0.0,0.0
JNJ,2025-07-17,2025Q3,0.0,0.0,0.0
MS,2025-07-17,2025Q3,0.0,0.0,0.0
BAC,2025-07-17,2025Q3,0.0,0.0,0.0
JBHT,2025-07-16,2025Q3,0.0,0.0,0.0
OMC,2025-07-16,2025Q3,0.0,0.0,0.0
